Date,Time,Station_Number,Depth,Discrete_Chlorophyll,DiscreteChlorophyll_Pheopigment_Ratio,Calculated_Chlorophyll,Discrete_Oxygen,Oxygen,Oxygen_Percent_Saturation,Discrete_SPM,Calculated_SPM,Extinction_Coefficient,Salinity,Temperature,Sigma_t,Nitrite,Nitrate_Nitrite,Ammonium,Phosphate,Silicate
11/8/16,9:44,22,10,,,3.7,,7.4,91,,7,,30.22,16.36,21.99,,,,,
11/8/16,9:44,22,11,,,3.6,,7.4,91,,7,,30.24,16.35,22.01,,,,,
11/8/16,9:44,22,12,,,3.5,,7.4,91,,7,,30.28,16.29,22.05,,,,,
11/8/16,9:44,22,13,,,3.8,,7.4,91,,9,,30.29,16.27,22.07,,,,,
11/8/16,9:44,22,14,,,3.8,,7.4,91,,10,,30.29,16.27,22.07,,,,,
11/8/16,9:44,22,15,,,3.8,,7.4,91,,10,,30.3,16.26,22.08,,,,,
11/8/16,9:44,22,16,,,3.7,,7.4,91,,11,,30.3,16.26,22.08,,,,,
11/8/16,9:44,22,17,,,3.6,,7.4,91,,11,,30.3,16.25,22.08,,,,,
11/8/16,9:44,22,18,,,3.6,,7.4,90,,11,,30.31,16.25,22.09,,,,,
11/8/16,9:44,22,19,2.8,0.53,3.7,,7.3,90,17,12,,30.32,16.24,22.1,,,,,
11/8/16,9:30,23,1,,,4.7,,7.6,94,,6,0.5,30.3,16.66,21.99,,,,,
11/8/16,9:30,23,2,,,5,,7.6,94,,6,,30.3,16.64,21.99,,,,,
11/8/16,9:30,23,3,,,5.4,,7.5,93,,6,,30.3,16.63,22,,,,,
11/8/16,9:30,23,4,,,5.1,,7.5,92,,6,,30.31,16.57,22.02,,,,,
11/8/16,9:30,23,5,,,4.5,,7.4,92,,6,,30.32,16.54,22.03,,,,,
11/8/16,9:30,23,6,,,4.1,,7.4,92,,7,,30.32,16.54,22.03,,,,,
11/8/16,9:30,23,7,,,4,,7.4,91,,7,,30.32,16.54,22.03,,,,,
11/8/16,9:30,23,8,,,3.9,,7.4,91,,7,,30.32,16.54,22.03,,,,,
11/8/16,9:30,23,9,,,4.2,,7.4,91,,7,,30.32,16.54,22.03,,,,,
11/8/16,9:30,23,10,,,4.2,,7.4,91,,7,,30.32,16.54,22.03,,,,,
11/8/16,9:30,23,11,,,4.5,,7.4,91,,7,,30.32,16.54,22.03,,,,,
11/8/16,9:30,23,12,,,4.4,,7.4,91,,8,,30.32,16.54,22.03,,,,,
11/8/16,9:30,23,13,,,4.1,,7.4,91,,8,,30.31,16.54,22.03,,,,,
11/8/16,9:30,23,14,,,4.2,,7.4,91,,8,,30.31,16.54,22.03,,,,,
11/8/16,9:30,23,15,,,4.2,,7.4,91,,8,,30.31,16.54,22.03,,,,,
11/8/16,9:19,24,1,,,4.8,,7.5,93,,6,0.4,30.35,16.59,22.04,,,,,
11/8/16,9:19,24,2,4.7,0.83,5.1,,7.5,93,4,6,,30.36,16.59,22.05,1.34,17.92,8.71,3.29,53.54
11/8/16,9:19,24,3,,,4.9,,7.5,92,,6,,30.38,16.59,22.06,,,,,
11/8/16,9:19,24,4,,,4.7,,7.4,92,,6,,30.46,16.65,22.11,,,,,
11/8/16,9:19,24,5,,,4.1,,7.3,91,,6,,30.57,16.74,22.17,,,,,
11/8/16,9:19,24,6,,,3.8,,7.3,91,,7,,30.6,16.77,22.19,,,,,
11/8/16,9:19,24,7,,,3.9,,7.3,90,,7,,30.63,16.79,22.21,,,,,
11/8/16,9:19,24,8,,,3.9,,7.2,90,,7,,30.63,16.8,22.21,,,,,
11/8/16,9:19,24,9,,,3.6,,7.2,90,,7,,30.64,16.8,22.21,,,,,
11/8/16,9:19,24,10,,,3.6,,7.2,90,,8,,30.64,16.8,22.22,,,,,
11/8/16,9:19,24,11,2.3,0.69,3.7,,7.2,90,7,8,,30.64,16.8,22.22,,,,,
11/8/16,9:08,25,1,,,2.5,,6.8,86,,7,0.9,30.91,17.54,22.25,,,,,
11/8/16,9:08,25,2,,,2.5,,6.8,86,,7,,30.92,17.53,22.26,,,,,
11/8/16,9:08,25,3,,,2.4,,6.8,86,,8,,30.92,17.51,22.27,,,,,
11/8/16,9:08,25,4,,,2.4,,6.8,86,,8,,30.92,17.5,22.27,,,,,
11/8/16,9:08,25,5,,,2.4,,6.8,86,,8,,30.92,17.5,22.27,,,,,
11/8/16,9:08,25,6,,,2.4,,6.8,85,,8,,30.92,17.5,22.27,,,,,
11/8/16,9:08,25,7,,,2.5,,6.8,86,,9,,30.92,17.5,22.27,,,,,
11/8/16,9:08,25,8,,,2.5,,6.8,86,,9,,30.92,17.5,22.27,,,,,
11/8/16,9:08,25,9,,,2.5,,6.8,86,,9,,30.92,17.5,22.27,,,,,
11/8/16,8:56,26,1,,,2.5,,6.8,86,,7,0.9,30.99,17.57,22.31,,,,,
11/8/16,8:56,26,2,,,2.5,,6.8,86,,7,,30.99,17.55,22.32,,,,,
11/8/16,8:56,26,3,,,2.5,,6.8,86,,8,,31,17.49,22.33,,,,,
11/8/16,8:56,26,4,,,2.5,,6.8,86,,8,,31,17.51,22.32,,,,,
11/8/16,8:56,26,5,,,2.5,,6.8,86,,8,,31,17.49,22.33,,,,,
11/8/16,8:56,26,6,,,2.5,,6.8,85,,8,,31,17.49,22.33,,,,,
11/8/16,8:56,26,7,,,2.5,,6.7,85,,9,,31,17.49,22.33,,,,,
11/8/16,8:56,26,8,,,2.5,,6.7,85,,9,,31,17.49,22.33,,,,,
11/8/16,8:56,26,9,,,2.5,,6.7,85,,9,,31,17.49,22.33,,,,,
11/8/16,8:56,26,10,,,2.5,,6.7,85,,9,,31,17.49,22.33,,,,,
11/8/16,8:56,26,11,,,2.5,,6.7,85,,9,,31,17.49,22.33,,,,,
11/8/16,8:45,27,1,,,2.5,,6.8,86,,8,0.9,31.02,17.5,22.34,,,,,
11/8/16,8:45,27,2,2.6,0.73,2.5,,6.8,86,7,8,,31.02,17.48,22.35,5.54,34.34,6,6.72,80.3
11/8/16,8:45,27,3,,,2.5,,6.8,86,,8,,31.02,17.47,22.35,,,,,
11/8/16,8:45,27,4,,,2.5,,6.7,85,,8,,31.02,17.47,22.35,,,,,
11/8/16,8:45,27,5,,,2.5,,6.8,85,,9,,31.02,17.46,22.35,,,,,
11/8/16,8:45,27,6,,,2.5,,6.8,85,,9,,31.02,17.46,22.35,,,,,
11/8/16,8:45,27,7,,,2.5,,6.8,86,,9,,31.02,17.46,22.35,,,,,
11/8/16,8:45,27,8,,,2.5,,6.8,86,,9,,31.02,17.46,22.35,,,,,
11/8/16,8:45,27,9,,,2.5,,6.8,86,,9,,31.02,17.45,22.35,,,,,
11/8/16,8:45,27,10,,,2.5,,6.8,86,,9,,31.02,17.45,22.35,,,,,
11/8/16,8:45,27,11,,,2.6,,6.8,86,,9,,31.02,17.45,22.35,,,,,
11/8/16,8:45,27,12,1.9,0.63,2.6,,6.8,86,9,9,,31.02,17.45,22.35,,,,,
11/8/16,8:35,28,1,,,2.7,,7,89,,8,0.9,31,17.56,22.32,,,,,
11/8/16,8:35,28,2,,,2.7,,7,89,,8,,31.01,17.55,22.32,,,,,
11/8/16,8:35,28,3,,,2.6,,7,88,,9,,31.01,17.53,22.33,,,,,
11/8/16,8:35,28,4,,,2.6,,7,88,,9,,31.01,17.52,22.33,,,,,
11/8/16,8:35,28,5,,,2.6,,7,88,,10,,31.01,17.5,22.34,,,,,
11/8/16,8:35,28,6,,,2.6,,6.9,88,,10,,31.01,17.49,22.34,,,,,
11/8/16,8:35,28,7,,,2.6,,6.9,87,,10,,31.02,17.48,22.35,,,,,
11/8/16,8:35,28,8,,,2.7,,6.9,87,,10,,31.02,17.48,22.35,,,,,
11/8/16,8:35,28,9,,,2.7,,6.9,87,,10,,31.02,17.48,22.35,,,,,
11/8/16,8:35,28,10,,,2.7,,6.8,86,,10,,31.02,17.48,22.35,,,,,
11/8/16,8:35,28,11,,,2.6,,6.8,86,,10,,31.02,17.48,22.35,,,,,
11/8/16,8:35,28,12,,,2.6,,6.9,87,,10,,31.02,17.48,22.35,,,,,
11/8/16,8:35,28,13,,,2.6,,6.9,87,,10,,31.02,17.48,22.35,,,,,
11/8/16,8:35,28,14,,,2.6,,6.9,87,,11,,31.02,17.48,22.35,,,,,
11/8/16,8:23,29,1,,,2.7,,7.2,91,,8,0.9,30.97,17.58,22.29,,,,,
11/8/16,8:23,29,2,,,2.7,,7.2,90,,8,,30.97,17.57,22.29,,,,,
11/8/16,8:23,29,3,,,2.7,,7.1,90,,9,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,4,,,2.7,,7.1,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,5,,,2.7,,7.2,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,6,,,2.7,,7.2,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,7,,,2.8,,7.1,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,8,,,2.8,,7.2,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,9,,,2.8,,7.2,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,10,,,2.8,,7.2,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,11,,,2.8,,7.1,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,12,,,2.8,,7.2,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,13,,,2.8,,7.2,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,14,,,2.8,,7.1,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:23,29,15,,,2.8,,7.1,90,,10,,30.97,17.56,22.29,,,,,
11/8/16,8:07,30,1,,,2.5,,6.8,86,,12,1.2,30.79,17.58,22.15,,,,,
11/8/16,8:07,30,2,2.9,0.72,2.5,,6.8,87,14,12,,30.79,17.59,22.15,7.85,38.05,6.43,7.23,80.76
11/8/16,8:07,30,3,,,2.6,,6.8,86,,12,,30.79,17.58,22.15,,,,,
11/8/16,8:07,30,4,,,2.6,,6.9,87,,12,,30.8,17.58,22.16,,,,,
11/8/16,8:07,30,5,,,2.6,,6.9,87,,12,,30.8,17.57,22.16,,,,,
11/8/16,8:07,30,6,,,2.6,,6.9,87,,12,,30.81,17.57,22.17,,,,,
11/8/16,8:07,30,7,,,2.6,,6.9,87,,12,,30.81,17.57,22.17,,,,,
11/8/16,8:07,30,8,,,2.6,,6.9,87,,12,,30.82,17.57,22.17,,,,,
11/8/16,8:07,30,9,,,2.6,,6.9,87,,13,,30.82,17.57,22.18,,,,,
11/8/16,8:07,30,10,,,2.6,,6.9,87,,13,,30.82,17.56,22.18,,,,,
11/8/16,8:07,30,11,,,2.6,,6.9,87,,13,,30.82,17.56,22.18,,,,,
11/8/16,8:07,30,12,,,2.6,,6.9,87,,13,,30.82,17.56,22.18,,,,,
11/8/16,8:07,30,13,2.1,0.6,2.6,,6.9,87,,13,,30.82,17.56,22.18,,,,,
11/8/16,7:53,31,1,,,2.7,,6.9,87,,13,1.3,30.63,17.68,22,,,,,
11/8/16,7:53,31,2,,,2.7,,6.9,87,,13,,30.63,17.69,22.01,,,,,
11/8/16,7:53,31,3,,,2.7,,6.9,87,,13,,30.65,17.69,22.02,,,,,
11/8/16,7:53,31,4,,,2.7,,6.9,87,,13,,30.66,17.69,22.02,,,,,
11/8/16,7:53,31,5,,,2.7,,6.9,87,,13,,30.66,17.69,22.03,,,,,
11/8/16,7:53,31,6,,,2.7,,6.9,87,,13,,30.67,17.69,22.03,,,,,
11/8/16,7:53,31,7,,,2.7,,6.9,87,,13,,30.67,17.69,22.04,,,,,
11/8/16,7:53,31,8,,,2.7,,6.9,87,,13,,30.67,17.69,22.04,,,,,
11/8/16,7:53,31,9,,,2.7,,6.9,87,,13,,30.67,17.69,22.04,,,,,
11/8/16,7:53,31,10,,,2.7,,6.9,87,,13,,30.68,17.69,22.04,,,,,
11/8/16,7:53,31,11,,,2.7,,6.9,87,,13,,30.68,17.69,22.04,,,,,
11/8/16,7:53,31,12,,,2.7,,6.8,86,,13,,30.68,17.68,22.04,,,,,
11/8/16,7:53,31,13,,,2.7,,6.8,86,,14,,30.68,17.68,22.04,,,,,
11/8/16,7:43,32,1,,,2.7,,6.9,88,,13,1.1,30.53,17.7,21.92,,,,,
11/8/16,7:43,32,2,3,0.71,2.7,,6.9,88,12,13,,30.53,17.7,21.92,7.85,42.05,4.85,8.1,90.85
11/8/16,7:43,32,3,,,2.7,,6.9,88,,13,,30.53,17.7,21.92,,,,,
11/8/16,7:43,32,4,,,2.6,,6.9,88,,13,,30.53,17.7,21.92,,,,,
11/8/16,7:43,32,5,,,2.6,,6.9,87,,13,,30.53,17.7,21.92,,,,,
11/8/16,7:43,32,6,,,2.6,,6.9,87,,13,,30.54,17.71,21.93,,,,,
11/8/16,7:43,32,7,,,2.6,,6.9,87,,14,,30.54,17.72,21.93,,,,,
11/8/16,7:43,32,8,,,2.6,,6.9,87,,14,,30.56,17.73,21.94,,,,,
11/8/16,7:43,32,9,,,2.6,,6.9,87,,16,,30.57,17.73,21.94,,,,,
11/8/16,7:43,32,10,,,2.6,,6.9,87,,16,,30.57,17.73,21.94,,,,,
11/8/16,7:43,32,11,,,2.6,,6.9,87,,17,,30.57,17.73,21.95,,,,,
11/8/16,7:43,32,12,2.3,0.6,2.6,,6.9,87,20,17,,30.57,17.73,21.95,,,,,
11/8/16,7:35,33,1,,,2.7,,7.2,91,,18,1.1,30.17,17.79,21.62,,,,,
11/8/16,7:35,33,2,,,2.7,,7.2,91,,17,,30.19,17.8,21.64,,,,,
11/8/16,7:35,33,3,,,2.7,,7.2,91,,17,,30.22,17.81,21.66,,,,,
11/8/16,7:35,33,4,,,2.7,,7.1,90,,18,,30.24,17.8,21.68,,,,,
11/8/16,7:35,33,5,,,2.7,,7.1,90,,18,,30.24,17.79,21.68,,,,,
11/8/16,7:35,33,6,,,2.8,,7,89,,18,,30.25,17.77,21.7,,,,,
11/8/16,7:35,33,7,,,2.8,,7,89,,18,,30.29,17.76,21.73,,,,,
11/8/16,7:35,33,8,,,2.8,,7.1,90,,19,,30.4,17.79,21.81,,,,,
11/8/16,7:35,33,9,,,2.8,,7.1,90,,20,,30.45,17.81,21.83,,,,,
11/8/16,7:35,33,10,,,2.8,,7.1,90,,20,,30.47,17.82,21.85,,,,,
11/8/16,7:35,33,11,,,2.8,,7.1,90,,20,,30.48,17.82,21.86,,,,,
11/8/16,7:35,33,12,,,2.8,,7.1,90,,20,,30.49,17.83,21.86,,,,,
11/8/16,7:24,34,1,,,3.4,,7.3,92,,23,1.5,30,17.91,21.47,,,,,
11/8/16,7:24,34,2,3.8,0.73,3.4,,7.2,91,,23,,30.03,17.92,21.49,,,,,
11/8/16,7:24,34,3,,,3.3,,7.2,92,,24,,30.05,17.93,21.5,,,,,
11/8/16,7:24,34,4,,,3.4,,7.2,92,,25,,30.09,17.94,21.53,,,,,
11/8/16,7:24,34,5,,,3.4,,7.2,92,,26,,30.09,17.94,21.53,,,,,
11/8/16,7:24,34,6,,,3.5,,7.2,91,,26,,30.09,17.93,21.53,,,,,
11/8/16,7:24,34,7,,,3.5,,7.2,92,,27,,30.1,17.93,21.54,,,,,
11/8/16,7:24,34,8,,,3.5,,7.3,92,,27,,30.1,17.92,21.54,,,,,
11/8/16,7:24,34,9,,,3.6,,7.3,92,,28,,30.1,17.92,21.54,,,,,
11/8/16,7:24,34,10,3.3,0.61,3.6,,7.3,92,,28,,30.1,17.91,21.55,,,,,
11/8/16,7:13,35,1,,,2.9,,7.1,90,,22,1.3,29.52,17.84,21.12,,,,,
11/8/16,7:13,35,2,3,0.68,2.9,,7.1,89,,21,,29.51,17.84,21.11,,,,,
11/8/16,7:13,35,3,,,2.9,,7.1,89,,21,,29.53,17.85,21.13,,,,,
11/8/16,7:13,35,4,,,2.9,,7.1,89,,22,,29.64,17.84,21.21,,,,,
11/8/16,7:13,35,5,,,2.8,,7.1,90,,23,,29.66,17.84,21.23,,,,,
11/8/16,7:13,35,6,,,2.8,,7.1,90,,23,,29.67,17.84,21.23,,,,,
11/8/16,7:13,35,7,,,2.8,,7.1,90,,23,,29.68,17.84,21.24,,,,,
11/8/16,7:04,36,1,,,3.3,,7.3,91,,24,1.5,29.01,17.9,20.72,,,,,
11/8/16,7:04,36,2,3.3,0.69,3.3,,7.3,91,,24,,29.07,17.91,20.76,6.1,64.75,5,11.43,114.84
11/8/16,7:04,36,3,,,3.2,,7.3,92,,25,,29.13,17.91,20.8,,,,,
11/8/16,7:04,36,4,,,3.2,,7.3,92,,25,,29.2,17.9,20.86,,,,,
11/8/16,7:04,36,5,,,3.2,,7.3,92,,25,,29.2,17.9,20.86,,,,,
11/8/16,7:04,36,6,3.1,0.64,3.2,,7.3,92,22,25,,29.2,17.9,20.86,,,,,
12/13/16,15:08,2,1,,,1.5,,9.7,91,,31,2.4,4.82,11.05,3.36,,,,,
12/13/16,15:08,2,2,,,1.5,,9.7,91,,33,,4.94,11.05,3.46,,,,,
12/13/16,15:08,2,3,,,1.4,,9.7,91,,35,,5,11.04,3.5,,,,,
12/13/16,15:08,2,4,,,1.4,,9.7,91,,36,,5.07,11.04,3.55,,,,,
12/13/16,15:08,2,5,,,1.4,,9.7,91,,36,,5.13,11.03,3.6,,,,,
12/13/16,15:08,2,6,,,1.4,,9.7,91,,37,,5.14,11.03,3.61,,,,,
12/13/16,15:08,2,7,,,1.4,,9.7,91,,40,,5.13,11.03,3.6,,,,,
12/13/16,15:08,2,8,,,1.5,,9.7,91,,42,,5.13,11.03,3.6,,,,,
12/13/16,15:08,2,9,,,1.5,,9.7,91,,42,,5.13,11.03,3.61,,,,,
12/13/16,15:08,2,10,,,1.5,,9.7,91,,42,,5.13,11.03,3.6,,,,,
12/13/16,14:57,3,1,,,1.5,,9.7,91,,32,2.3,5.35,11.09,3.76,,,,,
12/13/16,14:57,3,2,1.2,0.53,1.4,,9.7,91,29,32,,5.49,11.08,3.88,1.07,34.84,13.14,2.77,257.61
12/13/16,14:57,3,3,,,1.4,,9.6,91,,34,,5.99,11.09,4.26,,,,,
12/13/16,14:57,3,4,,,1.3,,9.6,91,,39,,6.21,11.11,4.43,,,,,
12/13/16,14:57,3,5,,,1.4,,9.6,91,,41,,6.43,11.13,4.59,,,,,
12/13/16,14:57,3,6,,,1.4,,9.6,91,,41,,6.61,11.15,4.74,,,,,
12/13/16,14:57,3,7,,,1.4,,9.6,91,,42,,6.78,11.17,4.87,,,,,
12/13/16,14:57,3,8,,,1.4,,9.6,91,,44,,6.81,11.17,4.89,,,,,
12/13/16,14:57,3,9,,,1.4,,9.6,91,,45,,6.82,11.17,4.89,,,,,
12/13/16,14:57,3,10,,,1.5,,9.6,91,,48,,6.82,11.17,4.9,,,,,
12/13/16,14:57,3,11,,,1.5,,9.6,91,,49,,6.82,11.17,4.9,,,,,
12/13/16,14:57,3,12,,,1.5,,9.6,91,,49,,6.83,11.17,4.9,,,,,
12/13/16,14:57,3,13,,,1.5,,9.6,91,,50,,6.84,11.17,4.91,,,,,
12/13/16,14:57,3,14,1.3,0.38,1.5,,9.6,91,54,52,,6.84,11.17,4.91,,,,,
12/13/16,14:42,4,1,,,1.7,,9.6,91,,46,3.2,6.39,11.2,4.56,,,,,
12/13/16,14:42,4,2,,,1.7,,9.6,91,,46,,7.01,11.21,5.04,,,,,
12/13/16,14:42,4,3,,,1.6,,9.6,91,,44,,7.29,11.22,5.25,,,,,
12/13/16,14:42,4,4,,,1.5,,9.6,92,,42,,7.57,11.23,5.47,,,,,
12/13/16,14:42,4,5,,,1.4,,9.5,92,,39,,7.93,11.25,5.75,,,,,
12/13/16,14:42,4,6,,,1.3,,9.5,92,,38,,8.13,11.29,5.9,,,,,
12/13/16,14:42,4,7,,,1.4,,9.5,92,,40,,8.64,11.34,6.29,,,,,
12/13/16,14:42,4,8,,,1.4,,9.5,92,,46,,8.82,11.34,6.43,,,,,
12/13/16,14:42,4,9,,,1.5,,9.5,92,,51,,8.9,11.33,6.49,,,,,
12/13/16,14:42,4,10,,,1.5,,9.5,92,,54,,8.96,11.34,6.53,,,,,
12/13/16,14:42,4,11,,,1.6,,9.5,92,,55,,8.96,11.34,6.54,,,,,
12/13/16,14:42,4,12,,,1.6,,9.5,92,,57,,8.98,11.34,6.55,,,,,
12/13/16,14:42,4,13,,,1.6,,9.5,92,,58,,9,11.34,6.56,,,,,
12/13/16,14:42,4,14,,,1.6,,9.5,92,,59,,9,11.34,6.57,,,,,
12/13/16,14:42,4,15,,,1.6,,9.5,92,,59,,9,11.34,6.56,,,,,
12/13/16,14:42,4,16,,,1.6,,9.5,92,,59,,9,11.34,6.56,,,,,
12/13/16,14:42,4,17,,,1.6,,9.5,92,,61,,9,11.34,6.57,,,,,
12/13/16,14:42,4,18,,,1.6,,9.5,92,,61,,8.99,11.34,6.56,,,,,
12/13/16,14:29,5,1,,,1.5,,9.6,93,,27,2.2,8.1,11.32,5.87,,,,,
12/13/16,14:29,5,2,,,1.5,,9.6,92,,29,,8.5,11.32,6.18,,,,,
12/13/16,14:29,5,3,,,1.5,,9.5,92,,34,,9.96,11.4,7.3,,,,,
12/13/16,14:29,5,4,,,1.5,,9.4,92,,41,,10.58,11.44,7.78,,,,,
12/13/16,14:29,5,5,,,1.5,,9.3,92,,47,,11.51,11.51,8.49,,,,,
12/13/16,14:29,5,6,,,1.6,,9.3,92,,50,,12,11.56,8.86,,,,,
12/13/16,14:29,5,7,,,1.6,,9.3,92,,55,,12.1,11.57,8.93,,,,,
12/13/16,14:29,5,8,,,1.6,,9.3,92,,55,,12.11,11.58,8.94,,,,,
12/13/16,14:29,5,9,,,1.5,,9.3,92,,55,,12.12,11.58,8.95,,,,,
12/13/16,14:29,5,10,,,1.6,,9.3,92,,55,,12.13,11.58,8.95,,,,,
12/13/16,14:29,5,11,,,1.6,,9.3,92,,55,,12.12,11.58,8.94,,,,,
12/13/16,14:29,5,12,,,1.6,,9.3,92,,57,,12.12,11.58,8.95,,,,,
12/13/16,14:12,6,1,1.6,0.59,1.5,,9.2,91,34,35,2.7,11.98,11.66,8.82,,,,,
12/13/16,14:12,6,2,,,1.4,,9,91,,39,,13.7,11.7,10.15,1.16,35.2,11.78,2.98,187.91
12/13/16,14:12,6,3,,,1.4,,9,91,,41,,14.3,11.73,10.61,,,,,
12/13/16,14:12,6,4,,,1.3,,9,91,,39,,14.37,11.73,10.66,,,,,
12/13/16,14:12,6,5,,,1.3,,9,91,,41,,14.41,11.73,10.69,,,,,
12/13/16,14:12,6,6,,,1.3,,9,91,,44,,14.48,11.73,10.75,,,,,
12/13/16,14:12,6,7,,,1.3,,9,91,,45,,14.62,11.73,10.85,,,,,
12/13/16,14:12,6,8,,,1.3,,9,91,,45,,14.72,11.74,10.93,,,,,
12/13/16,14:12,6,9,,,1.3,,9,91,,44,,14.81,11.74,11,,,,,
12/13/16,14:12,6,10,,,1.3,,9,91,,44,,14.81,11.74,11,,,,,
12/13/16,14:12,6,11,,,1.3,,9,91,,45,,14.81,11.74,11,,,,,
12/13/16,14:12,6,12,1.3,0.45,1.3,,9,91,46,46,,14.8,11.74,10.99,,,,,
12/13/16,13:55,7,1,,,1.4,,8.8,91,,35,2.5,16.84,12.01,12.53,,,,,
12/13/16,13:55,7,2,1.5,0.57,1.3,,8.8,92,,35,,17.38,11.97,12.95,,,,,
12/13/16,13:55,7,3,,,1.3,,8.8,91,,31,,18.01,11.95,13.44,,,,,
12/13/16,13:55,7,4,,,1.2,,8.8,91,,28,,18.3,11.93,13.67,,,,,
12/13/16,13:55,7,5,,,1.1,,8.8,91,,28,,18.41,11.92,13.76,,,,,
12/13/16,13:55,7,6,,,1,,8.8,91,,30,,18.53,11.92,13.85,,,,,
12/13/16,13:55,7,7,,,1,,8.7,91,,33,,18.69,11.91,13.98,,,,,
12/13/16,13:55,7,8,,,1,,8.7,91,,37,,18.77,11.91,14.03,,,,,
12/13/16,13:55,7,9,,,1.1,,8.7,91,,45,,18.82,11.91,14.07,,,,,
12/13/16,13:55,7,10,,,1.1,,8.7,91,,49,,18.83,11.91,14.08,,,,,
12/13/16,13:55,7,11,,,1.2,,8.7,91,,54,,18.83,11.91,14.09,,,,,
12/13/16,13:55,7,12,,,1.3,,8.7,91,,60,,18.84,11.91,14.09,,,,,
12/13/16,13:55,7,13,,,1.3,,8.7,91,,62,,18.84,11.91,14.09,,,,,
12/13/16,13:55,7,14,,,1.3,,8.7,91,,65,,18.83,11.91,14.09,,,,,
12/13/16,13:36,8,1,,,2.1,,8.6,91,,24,1.9,20.31,11.96,15.22,,,,,
12/13/16,13:36,8,2,,,2.1,,8.6,91,,25,,20.45,11.95,15.32,,,,,
12/13/16,13:36,8,3,,,2,,8.6,91,,26,,20.43,11.95,15.31,,,,,
12/13/16,13:36,8,4,,,2,,8.6,91,,27,,20.5,11.95,15.36,,,,,
12/13/16,13:36,8,5,,,1.9,,8.6,91,,27,,20.55,11.95,15.41,,,,,
12/13/16,13:36,8,6,,,1.9,,8.6,91,,28,,20.66,11.95,15.49,,,,,
12/13/16,13:36,8,7,,,1.9,,8.6,91,,28,,20.78,11.95,15.58,,,,,
12/13/16,13:36,8,8,,,2,,8.6,91,,32,,20.82,11.96,15.61,,,,,
12/13/16,13:36,8,9,,,2,,8.6,91,,34,,20.85,11.97,15.63,,,,,
12/13/16,13:36,8,10,,,2,,8.6,91,,35,,20.95,11.97,15.71,,,,,
12/13/16,13:36,8,11,,,2.1,,8.6,91,,36,,21.06,11.98,15.79,,,,,
12/13/16,13:36,8,12,,,2.1,,8.5,91,,37,,21.36,11.97,16.03,,,,,
12/13/16,13:36,8,13,,,2.1,,8.5,91,,40,,21.45,11.97,16.1,,,,,
12/13/16,13:36,8,14,,,2.1,,8.5,91,,44,,21.47,11.97,16.11,,,,,
12/13/16,13:36,8,15,,,2.1,,8.5,91,,46,,21.48,11.97,16.12,,,,,
12/13/16,13:36,8,16,,,2.1,,8.5,91,,49,,21.48,11.97,16.12,,,,,
12/13/16,13:36,8,17,,,2.1,,8.5,91,,50,,21.48,11.97,16.12,,,,,
12/13/16,13:14,9,1,1.7,0.62,2.1,8.5,8.6,91,26,23,2.1,21.06,12.02,15.79,,,,,
12/13/16,13:14,9,2,,,2.1,,8.5,91,,31,,21.61,12.01,16.22,1.3,28.49,9.71,2.93,126.78
12/13/16,13:14,9,3,,,2.1,,8.5,90,,36,,21.77,12.01,16.34,,,,,
12/13/16,13:14,9,4,,,2.1,,8.5,90,,40,,22.31,12.02,16.75,,,,,
12/13/16,13:14,9,5,,,2.1,,8.4,90,,43,,22.55,12.03,16.94,,,,,
12/13/16,13:14,9,6,,,2.1,,8.4,90,,47,,22.61,12.03,16.99,,,,,
12/13/16,13:14,9,7,,,2.2,,8.4,90,,49,,22.64,12.04,17,,,,,
12/13/16,13:14,9,8,,,2.2,,8.4,90,,50,,22.62,12.03,16.99,,,,,
12/13/16,13:14,9,9,,,2.2,,8.4,90,,50,,22.6,12.03,16.97,,,,,
12/13/16,13:14,9,10,,,2.2,,8.4,90,,50,,22.61,12.03,16.98,,,,,
12/13/16,13:14,9,11,,,2.2,,8.4,90,,49,,22.64,12.04,17,,,,,
12/13/16,13:14,9,12,,,2.2,,8.4,90,,50,,22.72,12.04,17.07,,,,,
12/13/16,13:14,9,13,,,2.2,,8.4,90,,51,,22.75,12.04,17.09,,,,,
12/13/16,13:14,9,14,,,2.2,,8.4,90,,52,,22.76,12.04,17.09,,,,,
12/13/16,13:14,9,15,,,2.2,,8.4,90,,51,,22.75,12.04,17.09,,,,,
12/13/16,13:14,9,16,,,2.2,,8.4,90,,51,,22.76,12.04,17.1,,,,,
